typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerISO,partnerDesc,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,customsCode,customsDesc,motDesc,qty,altQty,netWgt,grossWgt,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,241728103047,0.0,241728103047,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,13360534017,0.0,13360534017,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,39,Plastics and articles thereof,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,61847820860,0.0,61847820860,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,40,Rubber and articles thereof,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,29954124746,0.0,29954124746,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,18092217082,0.0,18092217082,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,61,Apparel and clothing accessories; knitted or crocheted,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,47698335626,0.0,47698335626,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,62,Apparel and clothing accessories; not knitted or crocheted,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,39029999093,0.0,39029999093,0,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,70,Glass and glassware,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,8712064675,0.0,8712064675,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,72,Iron and steel,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,31096551899,0.0,31096551899,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,385903156133,0.0,385903156133,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,366942844394,0.0,366942844394,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,306526967076,0.0,306526967076,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,93394668097,0.0,93394668097,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,72058612905,0.0,72058612905,4,False
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,96,Miscellaneous manufactured articles,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,6756069268,0.0,6756069268,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,210111735980,201253804135.0,210111735980,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,13073877673,12607245109.0,13073877673,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,39,Plastics and articles thereof,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,60576462350,57666805220.0,60576462350,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,40,Rubber and articles thereof,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,30083548874,28538358898.0,30083548874,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,17332675674,16336629583.0,17332675674,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,61,Apparel and clothing accessories; knitted or crocheted,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,48241179417,46653598026.0,48241179417,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,62,Apparel and clothing accessories; not knitted or crocheted,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,39281623129,38078771148.0,39281623129,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,70,Glass and glassware,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,8150759374,7577007935.0,8150759374,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,72,Iron and steel,2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,24617009608,23407190592.0,24617009608,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,379040915551,371134349608.0,379040915551,4,False
C,A,20190101,2019,52,2019,842,USA,USA,M,Import,W00,World,W00,World,H5,HS,True,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,C00,TOTAL CPC,TOTAL MOT,0.0,0.0,0.0,0.0,352305358914,346322685451.0,352305358914,4,False
